file,feature,label
static/voice/Abyan/2022-05-08T14_33_25.809Z.wav,"[[-6.16070312e+02 -5.32434387e+02 -5.42021851e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.26479645e+01  1.07175186e+02  1.03176369e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.87252731e+01  1.91417255e+01  1.89584541e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 1.88968092e-01  6.13017917e-01  1.36008859e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.23594785e+00  2.13821411e+00  3.04198670e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.45747256e+00  2.75452733e+00  3.06792450e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0
static/voice/Abyan/2022-05-08T14_33_36.329Z.wav,"[[-481.6617    -427.9242    -478.54822   ...    0.           0.
     0.       ]
 [  93.42073     97.71684     80.87152   ...    0.           0.
     0.       ]
 [  -8.219501   -21.229294   -23.251282  ...    0.           0.
     0.       ]
 ...
 [   1.7455432    3.0712519    4.6750674 ...    0.           0.
     0.       ]
 [   3.0700011    1.7860966    1.4876108 ...    0.           0.
     0.       ]
 [  -1.5170306   -1.357075    -2.4289916 ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2022-05-08T14_33_40.200Z.wav,"[[-5.8140155e+02 -4.9263248e+02 -4.9235538e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.0000336e+01  1.1177530e+02  1.1306648e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.7511623e+01  1.4728730e+01  6.6356750e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 7.2021282e-01  3.2666016e+00  5.2408252e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1738999e-01  2.5034350e-01  1.4671408e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.3939915e-01 -6.6087085e-01 -1.1206709e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_33_44.577Z.wav,"[[-6.5540869e+02 -5.9916034e+02 -5.7565863e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.2458634e+01  5.3914185e+01  5.5084595e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.2091759e+01  1.4567131e+01 -6.2591257e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 1.3418081e+00  6.7373996e+00  4.3346310e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.4381707e+00  4.4222841e+00  5.0262365e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.4894868e+00 -1.2361717e+00 -5.6703651e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_33_49.576Z.wav,"[[-5.9145441e+02 -5.0101703e+02 -5.1374390e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.2193741e+01  1.1205112e+02  1.0739990e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.9208569e+01  1.6159346e+01  1.3517454e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-8.0651408e-01  5.1574826e-01  2.5264645e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.4166852e-02  1.1432564e+00  1.3772576e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.3478370e+00  9.4739455e-01  4.6387255e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_33_53.717Z.wav,"[[-6.2671478e+02 -5.9791809e+02 -5.7939575e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.8601639e+00  3.3848122e+01  4.2591965e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.8507335e+00  1.5147537e+01  3.1228049e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 6.2611985e-01  6.0235434e+00  6.1453500e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.7944602e-01  5.3380213e+00  4.8287263e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.3605473e-01  1.5508106e-01 -1.1231012e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_33_57.977Z.wav,"[[-4.34892426e+02 -3.17492126e+02 -3.43242615e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.18601044e+02  1.24017288e+02  1.23524536e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.02462578e+01  6.15137005e+00  7.39638805e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 3.52124602e-01  7.74747968e-01  1.06050467e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 8.02309752e-01  1.53928006e+00  2.02708244e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.58943254e-01  5.46934187e-01  8.00770581e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0
static/voice/Abyan/2022-05-08T14_34_02.143Z.wav,"[[-6.1596692e+02 -5.3263629e+02 -5.3939636e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.0357841e+01  1.0513881e+02  9.7548538e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.8288807e+01  1.7320446e+01  1.2393139e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 1.3756160e+00  2.6799307e+00  2.4625123e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.6870754e-01  1.2767348e+00  3.0767999e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.2509967e-01  4.2697549e-01  4.2786694e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_34_06.551Z.wav,"[[-5.1158304e+02 -4.6546213e+02 -5.2448260e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.0489688e+02  1.1200018e+02  9.4532593e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.1053467e+01  1.2983058e+01  1.4642733e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.2944565e+00 -1.5528744e-01  2.0903125e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.3698769e-01  1.3337340e+00  3.6658635e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1849016e+00  8.7523067e-01 -2.8651059e-02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_34_11.143Z.wav,"[[-4.5659024e+02 -3.3987570e+02 -3.6524438e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1596737e+02  1.2241354e+02  1.2188078e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.2197168e+01  7.0353012e+00  8.1179266e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 6.9976282e-01  4.6350440e-01  8.4912682e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.8502026e-01  1.7345418e+00  2.1760683e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.4236550e-01  5.0461745e-01  8.4136611e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_34_15.300Z.wav,"[[-4.83430817e+02 -3.68445618e+02 -3.93225677e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.11717438e+02  1.20634796e+02  1.19577423e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.73782825e+01  9.77810860e+00  1.10469627e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 4.60475326e-01  5.54943860e-01  1.39517677e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.19199920e+00  2.26755524e+00  2.46737480e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.05799454e-01  4.37896043e-01  9.01721537e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0
static/voice/Abyan/2022-05-08T14_34_19.574Z.wav,"[[-4.86189453e+02 -3.70849884e+02 -3.95617035e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.12457123e+02  1.20899765e+02  1.19924011e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.62492065e+01  9.08782387e+00  1.01392460e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 1.07677603e+00  1.07311630e+00  1.83100021e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.13908589e-01  1.08181775e+00  1.23731518e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.60671246e-01  4.34076011e-01  9.51758862e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0
static/voice/Abyan/2022-05-08T14_34_23.595Z.wav,"[[-448.61307   -402.11398   -479.0148    ...    0.           0.
     0.       ]
 [ 116.23128    120.13024    117.32397   ...    0.           0.
     0.       ]
 [  14.971067    11.938271    16.38993   ...    0.           0.
     0.       ]
 ...
 [   1.4838297    1.6688316    2.7545052 ...    0.           0.
     0.       ]
 [   1.2901971    2.208399     3.5458603 ...    0.           0.
     0.       ]
 [   1.5650415    1.7849338    3.0324488 ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2022-05-08T14_34_36.348Z.wav,"[[-389.97586    -343.521      -429.3105     ...    0.
     0.            0.        ]
 [ 118.3815      121.067566    116.93663    ...    0.
     0.            0.        ]
 [  11.196344      9.391004     14.49915    ...    0.
     0.            0.        ]
 ...
 [   0.54642177    0.4896288     1.9004272  ...    0.
     0.            0.        ]
 [   0.9920086     1.7102512     1.3726884  ...    0.
     0.            0.        ]
 [   0.70170534    0.6351602     1.9395072  ...    0.
     0.            0.        ]]",0
static/voice/Abyan/2022-05-08T14_36_03.879Z.wav,"[[-5.9904089e+02 -5.0427951e+02 -4.9709106e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.8126282e+01  1.1238898e+02  1.2118263e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.7730110e+01  1.6379915e+01  1.6862591e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 5.4679650e-01  1.5020970e+00  6.7059815e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.6193892e-01  3.8298154e-01  7.0633256e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.0833240e-01  1.6067694e+00  1.2505479e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_07.439Z.wav,"[[-6.28053955e+02 -5.20249390e+02 -5.02663055e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.61759796e+01  1.20781235e+02  1.22856865e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 4.04177437e+01  1.07304668e+01  4.59219074e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 1.39601350e+00  2.35684156e+00  1.62160683e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.11350322e+00  5.49700141e-01  1.19195032e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.59073639e-01 -2.76313365e-01 -8.21306705e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_12.281Z.wav,"[[-528.21796   -390.62143   -351.72516   ...    0.           0.
     0.       ]
 [ 153.486      205.97696    201.71213   ...    0.           0.
     0.       ]
 [  -4.896182   -47.93553    -63.012627  ...    0.           0.
     0.       ]
 ...
 [  11.794497     8.876525     3.2221246 ...    0.           0.
     0.       ]
 [   5.541163     4.2593584    0.5556531 ...    0.           0.
     0.       ]
 [  -4.62125     -4.794323    -3.7831945 ...    0.           0.
     0.       ]]",0
static/voice/Abyan/2022-05-08T14_36_16.079Z.wav,"[[-5.7040277e+02 -5.2823468e+02 -5.7531714e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 9.6600098e+01  1.0817029e+02  9.2798630e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.7929245e+01  1.8159267e+01  2.6724796e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-5.1499426e-01 -6.9049811e-01  1.8741963e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.5185621e-01  5.4864824e-01  2.7258711e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.5117609e-01 -5.7290417e-01  9.7144818e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_19.897Z.wav,"[[-5.5408350e+02 -3.1994705e+02 -2.4183195e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.5984436e+01  1.9997232e+02  2.2911877e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.0960725e+01 -7.6830452e+01 -1.0781799e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 1.6267135e+00 -1.7892213e+00 -4.6346359e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.4199991e+00 -5.1586807e-01 -2.1728621e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1140300e+00  1.3317633e-01 -2.4944839e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_29.232Z.wav,"[[-6.0469067e+02 -5.5971918e+02 -5.6127710e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.8796913e+01  7.6592033e+01  6.9169266e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.7394882e+01  1.5227291e+01  6.1714983e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 2.0013223e+00  5.3581376e+00  7.0151424e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.1178063e-01  1.2329823e+00  2.8632860e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.4607685e+00 -1.8000906e+00 -1.8186331e-02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_33.380Z.wav,"[[-6.30700684e+02 -5.47102600e+02 -5.42239014e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.69595680e+01  1.04277695e+02  1.03841164e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.78973732e+01  1.83565769e+01  7.32462692e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 3.84838700e-01  1.49089694e+00  3.54365635e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.22106028e+00  2.21620774e+00  1.56314373e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.13332534e+00  5.81001461e-01 -1.49824142e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_37.091Z.wav,"[[-5.05978699e+02 -4.60364227e+02 -5.22937683e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.09056236e+02  1.14975784e+02  9.85195236e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.06946640e+01  1.42973251e+01  1.83420334e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 2.25147676e+00  3.07104731e+00  3.24124122e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.76615024e+00  2.63493824e+00  5.16993475e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-3.30480784e-01 -1.58032238e-01  2.13224709e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_40.839Z.wav,"[[-5.4031537e+02 -4.3442297e+02 -4.5676266e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 9.3138382e+01  1.1415920e+02  1.1255641e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.0434572e+01  1.3507188e+01  1.4176531e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 1.5554342e+00  2.7572303e+00  3.8880894e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.8817470e-01  1.1565819e+00  1.7133902e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.9035192e-01  1.0222833e+00  4.3990877e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_44.898Z.wav,"[[-5.0617050e+02 -4.6174634e+02 -5.2013342e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.0520108e+02  1.1232678e+02  9.8990013e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.1621830e+01  1.4598721e+01  2.0514372e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 9.6966416e-01  1.8729393e+00  3.7409775e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.9437106e+00  2.1733146e+00  2.6712120e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.0369672e-01  2.7254069e-01  2.3438841e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_48.554Z.wav,"[[-5.48445435e+02 -4.38428070e+02 -4.58834595e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.01614250e+02  1.18146057e+02  1.18327805e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.89985065e+01  1.49962358e+01  1.50489826e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 1.43556333e+00  2.29681158e+00  3.10790443e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.33388519e-01  1.36593890e+00  2.12552357e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.86410010e-01  9.25800800e-01  1.33161068e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0
static/voice/Abyan/2022-05-08T14_36_52.337Z.wav,"[[-598.9247     -502.07886    -517.80316    ...    0.
     0.            0.        ]
 [  81.110596    113.215385    111.46013    ...    0.
     0.            0.        ]
 [  34.35714      13.386354     11.291742   ...    0.
     0.            0.        ]
 ...
 [   2.0869017     4.1788898     5.107277   ...    0.
     0.            0.        ]
 [   1.9034948     3.0440927     3.7978888  ...    0.
     0.            0.        ]
 [   0.73938274    1.5402946     1.064196   ...    0.
     0.            0.        ]]",0
static/voice/Abyan/2022-05-08T14_36_56.064Z.wav,"[[-6.8349390e+02 -5.9241193e+02 -5.2134296e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.5170550e+00  8.4942017e+01  1.2989163e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.5079246e+00  1.1935656e+01 -5.0095301e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 8.6758518e-01  2.7991742e-02 -1.7861331e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.8879046e-01  2.7934613e+00  1.8582412e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.1306020e-01  2.8976366e-01  1.3554800e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",0
static/voice/Abyan/2022-05-08T14_37_04.953Z.wav,"[[-604.2733     -508.97528    -521.86774    ...    0.
     0.            0.        ]
 [  72.68239     107.261246    103.24413    ...    0.
     0.            0.        ]
 [  38.140213     16.09726      11.476618   ...    0.
     0.            0.        ]
 ...
 [   0.64676565    2.522786      4.830798   ...    0.
     0.            0.        ]
 [   1.4491651     3.4716444     5.1236024  ...    0.
     0.            0.        ]
 [   1.3242366     1.6892655     0.70875007 ...    0.
     0.            0.        ]]",0
